SAMPLE_ID	brca_metabric_mutations	brca_metabric_cna	brca_metabric_mrna
MB-5385	METABRIC_173	METABRIC_173	METABRIC_173
MB-5386	METABRIC_173	METABRIC_173	METABRIC_173
MB-5387	METABRIC_173	METABRIC_173	METABRIC_173
MB-5388	METABRIC_173	METABRIC_173	METABRIC_173
MB-5389	METABRIC_173	METABRIC_173	METABRIC_173
MB-5390	METABRIC_173	METABRIC_173	METABRIC_173
MB-5392	METABRIC_173	METABRIC_173	METABRIC_173
MB-5393	METABRIC_173	METABRIC_173	METABRIC_173
MB-5394	METABRIC_173	METABRIC_173	METABRIC_173
MB-5395	METABRIC_173	METABRIC_173	METABRIC_173
MB-5396	METABRIC_173	METABRIC_173	METABRIC_173
MB-5397	METABRIC_173	METABRIC_173	METABRIC_173
MB-5398	METABRIC_173	METABRIC_173	METABRIC_173
MB-5399	METABRIC_173	METABRIC_173	METABRIC_173
MB-5401	METABRIC_173	METABRIC_173	METABRIC_173
MB-5402	METABRIC_173	METABRIC_173	METABRIC_173
MB-5403	METABRIC_173	METABRIC_173	METABRIC_173
MB-5404	METABRIC_173	METABRIC_173	METABRIC_173
MB-5405	METABRIC_173	METABRIC_173	METABRIC_173
MB-5406	METABRIC_173	METABRIC_173	METABRIC_173
MB-5407	METABRIC_173	METABRIC_173	METABRIC_173
MB-5408	METABRIC_173	METABRIC_173	METABRIC_173
MB-5409	METABRIC_173	METABRIC_173	METABRIC_173
MB-5410	METABRIC_173	METABRIC_173	METABRIC_173
MB-5411	METABRIC_173	METABRIC_173	METABRIC_173
MB-5412	METABRIC_173	METABRIC_173	METABRIC_173
MB-5413	METABRIC_173	METABRIC_173	METABRIC_173
MB-5414	METABRIC_173	METABRIC_173	METABRIC_173
MB-5417	METABRIC_173	METABRIC_173	METABRIC_173
MB-5418	METABRIC_173	METABRIC_173	METABRIC_173
MB-5420	METABRIC_173	METABRIC_173	METABRIC_173
MB-5421	METABRIC_173	METABRIC_173	METABRIC_173
MB-5422	METABRIC_173	METABRIC_173	METABRIC_173
MB-5424	METABRIC_173	METABRIC_173	METABRIC_173
MB-5425	METABRIC_173	METABRIC_173	METABRIC_173
MB-5426	METABRIC_173	METABRIC_173	METABRIC_173
MB-5427	METABRIC_173	METABRIC_173	METABRIC_173
MB-5428	METABRIC_173	METABRIC_173	METABRIC_173
MB-5429	METABRIC_173	METABRIC_173	METABRIC_173
MB-5431	METABRIC_173	METABRIC_173	METABRIC_173
MB-5432	METABRIC_173	METABRIC_173	METABRIC_173
MB-5433	METABRIC_173	METABRIC_173	METABRIC_173
MB-5434	METABRIC_173	METABRIC_173	METABRIC_173
MB-5435	METABRIC_173	METABRIC_173	METABRIC_173
MB-5440	METABRIC_173	METABRIC_173	METABRIC_173
MB-5441	METABRIC_173	METABRIC_173	METABRIC_173
MB-5442	METABRIC_173	METABRIC_173	METABRIC_173
MB-5444	METABRIC_173	METABRIC_173	METABRIC_173
MB-5446	METABRIC_173	METABRIC_173	METABRIC_173
MB-5447	METABRIC_173	METABRIC_173	METABRIC_173
MB-5450	METABRIC_173	METABRIC_173	METABRIC_173
MB-5451	METABRIC_173	METABRIC_173	METABRIC_173
MB-5452	METABRIC_173	METABRIC_173	METABRIC_173
MB-5453	METABRIC_173	METABRIC_173	METABRIC_173
MB-5454	METABRIC_173	METABRIC_173	METABRIC_173
MB-5455	METABRIC_173	METABRIC_173	METABRIC_173
MB-5457	METABRIC_173	METABRIC_173	METABRIC_173
MB-5458	METABRIC_173	METABRIC_173	METABRIC_173
MB-5459	METABRIC_173	METABRIC_173	METABRIC_173
MB-5460	METABRIC_173	METABRIC_173	METABRIC_173
MB-5463	METABRIC_173	METABRIC_173	METABRIC_173
MB-5464	METABRIC_173	METABRIC_173	METABRIC_173
MB-5465	METABRIC_173	METABRIC_173	METABRIC_173
MB-5467	METABRIC_173	METABRIC_173	METABRIC_173
MB-5468	METABRIC_173	METABRIC_173	METABRIC_173
MB-5470	METABRIC_173	METABRIC_173	METABRIC_173
MB-5471	METABRIC_173	METABRIC_173	METABRIC_173
MB-5472	METABRIC_173	METABRIC_173	METABRIC_173
MB-5473	METABRIC_173	METABRIC_173	METABRIC_173
MB-5474	METABRIC_173	METABRIC_173	METABRIC_173
MB-5475	METABRIC_173	METABRIC_173	METABRIC_173
MB-5477	METABRIC_173	METABRIC_173	METABRIC_173
MB-5478	METABRIC_173	METABRIC_173	METABRIC_173
MB-5481	METABRIC_173	METABRIC_173	METABRIC_173
MB-5482	METABRIC_173	METABRIC_173	METABRIC_173
MB-5483	METABRIC_173	METABRIC_173	METABRIC_173
MB-5484	METABRIC_173	METABRIC_173	METABRIC_173
MB-5485	METABRIC_173	METABRIC_173	METABRIC_173
MB-5486	METABRIC_173	METABRIC_173	METABRIC_173
MB-5489	METABRIC_173	METABRIC_173	METABRIC_173
MB-5490	METABRIC_173	METABRIC_173	METABRIC_173
MB-5491	METABRIC_173	METABRIC_173	METABRIC_173
MB-5492	METABRIC_173	METABRIC_173	METABRIC_173
MB-5493	METABRIC_173	METABRIC_173	METABRIC_173
MB-5495	METABRIC_173	METABRIC_173	METABRIC_173
MB-5497	METABRIC_173	METABRIC_173	METABRIC_173
MB-5498	METABRIC_173	METABRIC_173	METABRIC_173
MB-5499	METABRIC_173	METABRIC_173	METABRIC_173
MB-5502	METABRIC_173	METABRIC_173	METABRIC_173
MB-5505	METABRIC_173	METABRIC_173	METABRIC_173
MB-5510	METABRIC_173	METABRIC_173	METABRIC_173
MB-5511	METABRIC_173	METABRIC_173	METABRIC_173
MB-5513	METABRIC_173	METABRIC_173	METABRIC_173
MB-5514	METABRIC_173	METABRIC_173	METABRIC_173
MB-5518	METABRIC_173	METABRIC_173	METABRIC_173
MB-5519	METABRIC_173	METABRIC_173	METABRIC_173
MB-5520	METABRIC_173	METABRIC_173	METABRIC_173
MB-5521	METABRIC_173	METABRIC_173	METABRIC_173
MB-5525	METABRIC_173	METABRIC_173	METABRIC_173
MB-5526	METABRIC_173	METABRIC_173	METABRIC_173
MB-5527	METABRIC_173	METABRIC_173	METABRIC_173
MB-5529	METABRIC_173	METABRIC_173	METABRIC_173
MB-5530	METABRIC_173	METABRIC_173	METABRIC_173
MB-5531	METABRIC_173	METABRIC_173	METABRIC_173
MB-5532	METABRIC_173	METABRIC_173	METABRIC_173
MB-5533	METABRIC_173	METABRIC_173	METABRIC_173
MB-5534	METABRIC_173	METABRIC_173	METABRIC_173
MB-5535	METABRIC_173	METABRIC_173	METABRIC_173
MB-5540	METABRIC_173	METABRIC_173	METABRIC_173
MB-5541	METABRIC_173	METABRIC_173	METABRIC_173
MB-5543	METABRIC_173	METABRIC_173	METABRIC_173
MB-5546	METABRIC_173	METABRIC_173	METABRIC_173
MB-5547	METABRIC_173	METABRIC_173	METABRIC_173
MB-5548	METABRIC_173	METABRIC_173	METABRIC_173
MB-5549	METABRIC_173	METABRIC_173	METABRIC_173
MB-5550	METABRIC_173	METABRIC_173	METABRIC_173
MB-5551	METABRIC_173	METABRIC_173	METABRIC_173
MB-5552	METABRIC_173	METABRIC_173	METABRIC_173
MB-5553	METABRIC_173	METABRIC_173	METABRIC_173
MB-5554	METABRIC_173	METABRIC_173	METABRIC_173
MB-5556	METABRIC_173	METABRIC_173	METABRIC_173
MB-5558	METABRIC_173	METABRIC_173	METABRIC_173
MB-5559	METABRIC_173	METABRIC_173	METABRIC_173
MB-5560	METABRIC_173	METABRIC_173	METABRIC_173
MB-5562	METABRIC_173	METABRIC_173	METABRIC_173
MB-5563	METABRIC_173	METABRIC_173	METABRIC_173
MB-5565	METABRIC_173	METABRIC_173	METABRIC_173
MB-5566	METABRIC_173	METABRIC_173	METABRIC_173
MB-5567	METABRIC_173	METABRIC_173	METABRIC_173
MB-5571	METABRIC_173	METABRIC_173	METABRIC_173
MB-5572	METABRIC_173	METABRIC_173	METABRIC_173
MB-5575	METABRIC_173	METABRIC_173	METABRIC_173
MB-5576	METABRIC_173	METABRIC_173	METABRIC_173
MB-5577	METABRIC_173	METABRIC_173	METABRIC_173
MB-5579	METABRIC_173	METABRIC_173	METABRIC_173
MB-5580	METABRIC_173	METABRIC_173	METABRIC_173
MB-5582	METABRIC_173	METABRIC_173	METABRIC_173
MB-5583	METABRIC_173	METABRIC_173	METABRIC_173
MB-5584	METABRIC_173	METABRIC_173	METABRIC_173
MB-5585	METABRIC_173	METABRIC_173	METABRIC_173
MB-5588	METABRIC_173	METABRIC_173	METABRIC_173
MB-5589	METABRIC_173	METABRIC_173	METABRIC_173
MB-5590	METABRIC_173	METABRIC_173	METABRIC_173
MB-5591	METABRIC_173	METABRIC_173	METABRIC_173
MB-5592	METABRIC_173	METABRIC_173	METABRIC_173
MB-5593	METABRIC_173	METABRIC_173	METABRIC_173
MB-5596	METABRIC_173	METABRIC_173	METABRIC_173
MB-5597	METABRIC_173	METABRIC_173	METABRIC_173
MB-5599	METABRIC_173	METABRIC_173	METABRIC_173
MB-5601	METABRIC_173	METABRIC_173	METABRIC_173
MB-5602	METABRIC_173	METABRIC_173	METABRIC_173
MB-5603	METABRIC_173	METABRIC_173	METABRIC_173
MB-5604	METABRIC_173	METABRIC_173	METABRIC_173
MB-5605	METABRIC_173	METABRIC_173	METABRIC_173
MB-5613	METABRIC_173	METABRIC_173	METABRIC_173
MB-5614	METABRIC_173	METABRIC_173	METABRIC_173
MB-5616	METABRIC_173	METABRIC_173	METABRIC_173
MB-5617	METABRIC_173	METABRIC_173	METABRIC_173
MB-5620	METABRIC_173	METABRIC_173	METABRIC_173
MB-5622	METABRIC_173	METABRIC_173	METABRIC_173
MB-5623	METABRIC_173	METABRIC_173	METABRIC_173
MB-5624	METABRIC_173	METABRIC_173	METABRIC_173
MB-5625	METABRIC_173	METABRIC_173	METABRIC_173
MB-5626	METABRIC_173	METABRIC_173	METABRIC_173
MB-5628	METABRIC_173	METABRIC_173	METABRIC_173
MB-5629	METABRIC_173	METABRIC_173	METABRIC_173
MB-5632	METABRIC_173	METABRIC_173	METABRIC_173
MB-5633	METABRIC_173	METABRIC_173	METABRIC_173
MB-5634	METABRIC_173	METABRIC_173	METABRIC_173
MB-5635	METABRIC_173	METABRIC_173	METABRIC_173
MB-5636	METABRIC_173	METABRIC_173	METABRIC_173
MB-5638	METABRIC_173	METABRIC_173	METABRIC_173
MB-5640	METABRIC_173	METABRIC_173	METABRIC_173
MB-5641	METABRIC_173	METABRIC_173	METABRIC_173
MB-5642	METABRIC_173	METABRIC_173	METABRIC_173
MB-5645	METABRIC_173	METABRIC_173	METABRIC_173
MB-5646	METABRIC_173	METABRIC_173	METABRIC_173
MB-5647	METABRIC_173	METABRIC_173	METABRIC_173
MB-5648	METABRIC_173	METABRIC_173	METABRIC_173
MB-5651	METABRIC_173	METABRIC_173	METABRIC_173
MB-5652	METABRIC_173	METABRIC_173	METABRIC_173
MB-5653	METABRIC_173	METABRIC_173	METABRIC_173
MB-5654	METABRIC_173	METABRIC_173	METABRIC_173
MB-5655	METABRIC_173	METABRIC_173	METABRIC_173
MB-5656	METABRIC_173	METABRIC_173	METABRIC_173
MB-6001	METABRIC_173	METABRIC_173	METABRIC_173
MB-6006	METABRIC_173	METABRIC_173	METABRIC_173
MB-6007	METABRIC_173	METABRIC_173	METABRIC_173
MB-6008	METABRIC_173	METABRIC_173	METABRIC_173
MB-6010	METABRIC_173	METABRIC_173	METABRIC_173
MB-6011	METABRIC_173	METABRIC_173	METABRIC_173
MB-6012	METABRIC_173	METABRIC_173	METABRIC_173
MB-6014	METABRIC_173	METABRIC_173	METABRIC_173
MB-6016	METABRIC_173	METABRIC_173	METABRIC_173
MB-6017	METABRIC_173	METABRIC_173	METABRIC_173
MB-6018	METABRIC_173	METABRIC_173	METABRIC_173
MB-6019	METABRIC_173	METABRIC_173	METABRIC_173
MB-6020	METABRIC_173	METABRIC_173	METABRIC_173
MB-6021	METABRIC_173	METABRIC_173	METABRIC_173
MB-6022	METABRIC_173	METABRIC_173	METABRIC_173
MB-6023	METABRIC_173	METABRIC_173	METABRIC_173
MB-6024	METABRIC_173	METABRIC_173	METABRIC_173
MB-6026	METABRIC_173	METABRIC_173	METABRIC_173
MB-6029	METABRIC_173	METABRIC_173	METABRIC_173
MB-6030	METABRIC_173	METABRIC_173	METABRIC_173
MB-6036	METABRIC_173	METABRIC_173	METABRIC_173
MB-6039	METABRIC_173	METABRIC_173	METABRIC_173
MB-6042	METABRIC_173	METABRIC_173	METABRIC_173
MB-6044	METABRIC_173	METABRIC_173	METABRIC_173
MB-6047	METABRIC_173	METABRIC_173	METABRIC_173
MB-6048	METABRIC_173	METABRIC_173	METABRIC_173
MB-6049	METABRIC_173	METABRIC_173	METABRIC_173
MB-6050	METABRIC_173	METABRIC_173	METABRIC_173
MB-6051	METABRIC_173	METABRIC_173	METABRIC_173
MB-6052	METABRIC_173	METABRIC_173	METABRIC_173
MB-6053	METABRIC_173	METABRIC_173	METABRIC_173
MB-6055	METABRIC_173	METABRIC_173	METABRIC_173
MB-6058	METABRIC_173	METABRIC_173	METABRIC_173
MB-6059	METABRIC_173	METABRIC_173	METABRIC_173
MB-6060	METABRIC_173	METABRIC_173	METABRIC_173
MB-6062	METABRIC_173	METABRIC_173	METABRIC_173
MB-6063	METABRIC_173	METABRIC_173	METABRIC_173
MB-6065	METABRIC_173	METABRIC_173	METABRIC_173
MB-6068	METABRIC_173	METABRIC_173	METABRIC_173
MB-6069	METABRIC_173	METABRIC_173	METABRIC_173
MB-6071	METABRIC_173	METABRIC_173	METABRIC_173
MB-6075	METABRIC_173	METABRIC_173	METABRIC_173
MB-6077	METABRIC_173	METABRIC_173	METABRIC_173
MB-6079	METABRIC_173	METABRIC_173	METABRIC_173
MB-6080	METABRIC_173	METABRIC_173	METABRIC_173
MB-6082	METABRIC_173	METABRIC_173	METABRIC_173
MB-6083	METABRIC_173	METABRIC_173	METABRIC_173
MB-6085	METABRIC_173	METABRIC_173	METABRIC_173
MB-6092	METABRIC_173	METABRIC_173	METABRIC_173
MB-6097	METABRIC_173	METABRIC_173	METABRIC_173
MB-6098	METABRIC_173	METABRIC_173	METABRIC_173
MB-6100	METABRIC_173	METABRIC_173	METABRIC_173
MB-6101	METABRIC_173	METABRIC_173	METABRIC_173
MB-6103	METABRIC_173	METABRIC_173	METABRIC_173
MB-6105	METABRIC_173	METABRIC_173	METABRIC_173
MB-6107	METABRIC_173	METABRIC_173	METABRIC_173
MB-6108	METABRIC_173	METABRIC_173	METABRIC_173
MB-6113	METABRIC_173	METABRIC_173	METABRIC_173
MB-6114	METABRIC_173	METABRIC_173	METABRIC_173
MB-6116	METABRIC_173	METABRIC_173	METABRIC_173
MB-6118	METABRIC_173	METABRIC_173	METABRIC_173
MB-6122	METABRIC_173	METABRIC_173	METABRIC_173
MB-6124	METABRIC_173	METABRIC_173	METABRIC_173
MB-6125	METABRIC_173	METABRIC_173	METABRIC_173
MB-6131	METABRIC_173	METABRIC_173	METABRIC_173
MB-6133	METABRIC_173	METABRIC_173	METABRIC_173
MB-6135	METABRIC_173	METABRIC_173	METABRIC_173
MB-6138	METABRIC_173	METABRIC_173	METABRIC_173
MB-6141	METABRIC_173	METABRIC_173	METABRIC_173
MB-6143	METABRIC_173	METABRIC_173	METABRIC_173
MB-6144	METABRIC_173	METABRIC_173	METABRIC_173
MB-6145	METABRIC_173	METABRIC_173	METABRIC_173
MB-6146	METABRIC_173	METABRIC_173	METABRIC_173
MB-6147	METABRIC_173	METABRIC_173	METABRIC_173
MB-6149	METABRIC_173	METABRIC_173	METABRIC_173
MB-6150	METABRIC_173	METABRIC_173	METABRIC_173
MB-6152	METABRIC_173	METABRIC_173	METABRIC_173
MB-6154	METABRIC_173	METABRIC_173	METABRIC_173
MB-6156	METABRIC_173	METABRIC_173	METABRIC_173
MB-6157	METABRIC_173	METABRIC_173	METABRIC_173
MB-6160	METABRIC_173	METABRIC_173	METABRIC_173
MB-6163	METABRIC_173	METABRIC_173	METABRIC_173
MB-6164	METABRIC_173	METABRIC_173	METABRIC_173
MB-6167	METABRIC_173	METABRIC_173	METABRIC_173
MB-6168	METABRIC_173	METABRIC_173	METABRIC_173
MB-6169	METABRIC_173	METABRIC_173	METABRIC_173
MB-6171	METABRIC_173	METABRIC_173	METABRIC_173
MB-6178	METABRIC_173	METABRIC_173	METABRIC_173
MB-6179	METABRIC_173	METABRIC_173	METABRIC_173
MB-6181	METABRIC_173	METABRIC_173	METABRIC_173
MB-6182	METABRIC_173	METABRIC_173	METABRIC_173
MB-6183	METABRIC_173	METABRIC_173	METABRIC_173
MB-6184	METABRIC_173	METABRIC_173	METABRIC_173
MB-6185	METABRIC_173	METABRIC_173	METABRIC_173
MB-6187	METABRIC_173	METABRIC_173	METABRIC_173
MB-6188	METABRIC_173	METABRIC_173	METABRIC_173
MB-6189	METABRIC_173	METABRIC_173	METABRIC_173
MB-6190	METABRIC_173	METABRIC_173	METABRIC_173
MB-6192	METABRIC_173	METABRIC_173	METABRIC_173
MB-6194	METABRIC_173	METABRIC_173	METABRIC_173
MB-6195	METABRIC_173	METABRIC_173	METABRIC_173
MB-6200	METABRIC_173	METABRIC_173	METABRIC_173
MB-6201	METABRIC_173	METABRIC_173	METABRIC_173
MB-6204	METABRIC_173	METABRIC_173	METABRIC_173
MB-6206	METABRIC_173	METABRIC_173	METABRIC_173
MB-6207	METABRIC_173	METABRIC_173	METABRIC_173
MB-6208	METABRIC_173	METABRIC_173	METABRIC_173
MB-6211	METABRIC_173	METABRIC_173	METABRIC_173
MB-6212	METABRIC_173	METABRIC_173	METABRIC_173
MB-6213	METABRIC_173	METABRIC_173	METABRIC_173
MB-6214	METABRIC_173	METABRIC_173	METABRIC_173
MB-6217	METABRIC_173	METABRIC_173	METABRIC_173
MB-6218	METABRIC_173	METABRIC_173	METABRIC_173
MB-6223	METABRIC_173	METABRIC_173	METABRIC_173
MB-6224	METABRIC_173	METABRIC_173	METABRIC_173
MB-6225	METABRIC_173	METABRIC_173	METABRIC_173
MB-6226	METABRIC_173	METABRIC_173	METABRIC_173
MB-6228	METABRIC_173	METABRIC_173	METABRIC_173
MB-6229	METABRIC_173	METABRIC_173	METABRIC_173
MB-6230	METABRIC_173	METABRIC_173	METABRIC_173
MB-6231	METABRIC_173	METABRIC_173	METABRIC_173
MB-6232	METABRIC_173	METABRIC_173	METABRIC_173
MB-6233	METABRIC_173	METABRIC_173	METABRIC_173
MB-6234	METABRIC_173	METABRIC_173	METABRIC_173
MB-6237	METABRIC_173	METABRIC_173	METABRIC_173
MB-6238	METABRIC_173	METABRIC_173	METABRIC_173
MB-6239	METABRIC_173	METABRIC_173	METABRIC_173
MB-6242	METABRIC_173	METABRIC_173	METABRIC_173
MB-6245	METABRIC_173	METABRIC_173	METABRIC_173
MB-6246	METABRIC_173	METABRIC_173	METABRIC_173
MB-6248	METABRIC_173	METABRIC_173	METABRIC_173
MB-6251	METABRIC_173	METABRIC_173	METABRIC_173
MB-6253	METABRIC_173	METABRIC_173	METABRIC_173
MB-6254	METABRIC_173	METABRIC_173	METABRIC_173
MB-6256	METABRIC_173	METABRIC_173	METABRIC_173
MB-6257	METABRIC_173	METABRIC_173	METABRIC_173
MB-6263	METABRIC_173	METABRIC_173	METABRIC_173
MB-6271	METABRIC_173	METABRIC_173	METABRIC_173
MB-6272	METABRIC_173	METABRIC_173	METABRIC_173
MB-6273	METABRIC_173	METABRIC_173	METABRIC_173
MB-6280	METABRIC_173	METABRIC_173	METABRIC_173
MB-6281	METABRIC_173	METABRIC_173	METABRIC_173
MB-6283	METABRIC_173	METABRIC_173	METABRIC_173
MB-6284	METABRIC_173	METABRIC_173	METABRIC_173
MB-6286	METABRIC_173	METABRIC_173	METABRIC_173
MB-6287	METABRIC_173	METABRIC_173	METABRIC_173
MB-6288	METABRIC_173	METABRIC_173	METABRIC_173
MB-6297	METABRIC_173	METABRIC_173	METABRIC_173
MB-6300	METABRIC_173	METABRIC_173	METABRIC_173
MB-6302	METABRIC_173	METABRIC_173	METABRIC_173
MB-6305	METABRIC_173	METABRIC_173	METABRIC_173
MB-6306	METABRIC_173	METABRIC_173	METABRIC_173
MB-6308	METABRIC_173	METABRIC_173	METABRIC_173
MB-6312	METABRIC_173	METABRIC_173	METABRIC_173
MB-6314	METABRIC_173	METABRIC_173	METABRIC_173
MB-6317	METABRIC_173	METABRIC_173	METABRIC_173
MB-6318	METABRIC_173	METABRIC_173	METABRIC_173
MB-6319	METABRIC_173	METABRIC_173	METABRIC_173
MB-6322	METABRIC_173	METABRIC_173	METABRIC_173
MB-6327	METABRIC_173	METABRIC_173	METABRIC_173
MB-6328	METABRIC_173	METABRIC_173	METABRIC_173
MB-6329	METABRIC_173	METABRIC_173	METABRIC_173
MB-6330	METABRIC_173	METABRIC_173	METABRIC_173
MB-6334	METABRIC_173	METABRIC_173	METABRIC_173
MB-6336	METABRIC_173	METABRIC_173	METABRIC_173
MB-6337	METABRIC_173	METABRIC_173	METABRIC_173
MB-6344	METABRIC_173	METABRIC_173	METABRIC_173
MB-6346	METABRIC_173	METABRIC_173	METABRIC_173
MB-6358	METABRIC_173	METABRIC_173	METABRIC_173
MB-6359	METABRIC_173	METABRIC_173	METABRIC_173
MB-6363	METABRIC_173	METABRIC_173	METABRIC_173
MB-7000	METABRIC_173	METABRIC_173	METABRIC_173
MB-7001	METABRIC_173	METABRIC_173	METABRIC_173
MB-7002	METABRIC_173	METABRIC_173	METABRIC_173
MB-7003	METABRIC_173	METABRIC_173	METABRIC_173
MB-7004	METABRIC_173	METABRIC_173	METABRIC_173
MB-7005	METABRIC_173	METABRIC_173	METABRIC_173
MB-7006	METABRIC_173	METABRIC_173	METABRIC_173
MB-7007	METABRIC_173	METABRIC_173	METABRIC_173
MB-7008	METABRIC_173	METABRIC_173	METABRIC_173
MB-7009	METABRIC_173	METABRIC_173	METABRIC_173
MB-7010	METABRIC_173	METABRIC_173	METABRIC_173
MB-7011	METABRIC_173	METABRIC_173	METABRIC_173
MB-7012	METABRIC_173	METABRIC_173	METABRIC_173
MB-7013	METABRIC_173	METABRIC_173	METABRIC_173
MB-7014	METABRIC_173	METABRIC_173	METABRIC_173
MB-7015	METABRIC_173	METABRIC_173	METABRIC_173
MB-7017	METABRIC_173	METABRIC_173	METABRIC_173
MB-7018	METABRIC_173	METABRIC_173	METABRIC_173
MB-7019	METABRIC_173	METABRIC_173	METABRIC_173
MB-7020	METABRIC_173	METABRIC_173	METABRIC_173
MB-7022	METABRIC_173	METABRIC_173	METABRIC_173
MB-7023	METABRIC_173	METABRIC_173	METABRIC_173
MB-7024	METABRIC_173	METABRIC_173	METABRIC_173
MB-7025	METABRIC_173	METABRIC_173	METABRIC_173
MB-7026	METABRIC_173	METABRIC_173	METABRIC_173
MB-7027	METABRIC_173	METABRIC_173	METABRIC_173
MB-7028	METABRIC_173	METABRIC_173	METABRIC_173
MB-7029	METABRIC_173	METABRIC_173	METABRIC_173
MB-7030	METABRIC_173	METABRIC_173	METABRIC_173
MB-7031	METABRIC_173	METABRIC_173	METABRIC_173
MB-7032	METABRIC_173	METABRIC_173	METABRIC_173
MB-7034	METABRIC_173	METABRIC_173	METABRIC_173
MB-7035	METABRIC_173	METABRIC_173	METABRIC_173
MB-7036	METABRIC_173	METABRIC_173	METABRIC_173
MB-7037	METABRIC_173	METABRIC_173	METABRIC_173
MB-7038	METABRIC_173	METABRIC_173	METABRIC_173
MB-7039	METABRIC_173	METABRIC_173	METABRIC_173
MB-7040	METABRIC_173	METABRIC_173	METABRIC_173
MB-7041	METABRIC_173	METABRIC_173	METABRIC_173
MB-7042	METABRIC_173	METABRIC_173	METABRIC_173
MB-7043	METABRIC_173	METABRIC_173	METABRIC_173
MB-7044	METABRIC_173	METABRIC_173	METABRIC_173
MB-7045	METABRIC_173	METABRIC_173	METABRIC_173
MB-7046	METABRIC_173	METABRIC_173	METABRIC_173
MB-7048	METABRIC_173	METABRIC_173	METABRIC_173
MB-7049	METABRIC_173	METABRIC_173	METABRIC_173
MB-7050	METABRIC_173	METABRIC_173	METABRIC_173
MB-7051	METABRIC_173	METABRIC_173	METABRIC_173
MB-7052	METABRIC_173	METABRIC_173	METABRIC_173
MB-7053	METABRIC_173	METABRIC_173	METABRIC_173
MB-7054	METABRIC_173	METABRIC_173	METABRIC_173
MB-7055	METABRIC_173	METABRIC_173	METABRIC_173
MB-7056	METABRIC_173	METABRIC_173	METABRIC_173
MB-7057	METABRIC_173	METABRIC_173	METABRIC_173
MB-7058	METABRIC_173	METABRIC_173	METABRIC_173
MB-7059	METABRIC_173	METABRIC_173	METABRIC_173
MB-7060	METABRIC_173	METABRIC_173	METABRIC_173
MB-7061	METABRIC_173	METABRIC_173	METABRIC_173
MB-7062	METABRIC_173	METABRIC_173	METABRIC_173
MB-7063	METABRIC_173	METABRIC_173	METABRIC_173
MB-7065	METABRIC_173	METABRIC_173	METABRIC_173
MB-7066	METABRIC_173	METABRIC_173	METABRIC_173
MB-7067	METABRIC_173	METABRIC_173	METABRIC_173
MB-7068	METABRIC_173	METABRIC_173	METABRIC_173
MB-7069	METABRIC_173	METABRIC_173	METABRIC_173
MB-7070	METABRIC_173	METABRIC_173	METABRIC_173
MB-7071	METABRIC_173	METABRIC_173	METABRIC_173
MB-7072	METABRIC_173	METABRIC_173	METABRIC_173
MB-7073	METABRIC_173	METABRIC_173	METABRIC_173
MB-7074	METABRIC_173	METABRIC_173	METABRIC_173
MB-7075	METABRIC_173	METABRIC_173	METABRIC_173
MB-7076	METABRIC_173	METABRIC_173	METABRIC_173
MB-7077	METABRIC_173	METABRIC_173	METABRIC_173
MB-7078	METABRIC_173	METABRIC_173	METABRIC_173
MB-7079	METABRIC_173	METABRIC_173	METABRIC_173
MB-7080	METABRIC_173	METABRIC_173	METABRIC_173
MB-7081	METABRIC_173	METABRIC_173	METABRIC_173
MB-7082	METABRIC_173	METABRIC_173	METABRIC_173
MB-7083	METABRIC_173	METABRIC_173	METABRIC_173
MB-7084	METABRIC_173	METABRIC_173	METABRIC_173
MB-7085	METABRIC_173	METABRIC_173	METABRIC_173
MB-7086	METABRIC_173	METABRIC_173	METABRIC_173
MB-7087	METABRIC_173	METABRIC_173	METABRIC_173
MB-7088	METABRIC_173	METABRIC_173	METABRIC_173
MB-7089	METABRIC_173	METABRIC_173	METABRIC_173
MB-7090	METABRIC_173	METABRIC_173	METABRIC_173
MB-7091	METABRIC_173	METABRIC_173	METABRIC_173
MB-7092	METABRIC_173	METABRIC_173	METABRIC_173
MB-7093	METABRIC_173	METABRIC_173	METABRIC_173
MB-7094	METABRIC_173	METABRIC_173	METABRIC_173
MB-7095	METABRIC_173	METABRIC_173	METABRIC_173
MB-7096	METABRIC_173	METABRIC_173	METABRIC_173
MB-7097	METABRIC_173	METABRIC_173	METABRIC_173
MB-7099	METABRIC_173	METABRIC_173	METABRIC_173
MB-7100	METABRIC_173	METABRIC_173	METABRIC_173
MB-7101	METABRIC_173	METABRIC_173	METABRIC_173
MB-7102	METABRIC_173	METABRIC_173	METABRIC_173
MB-7104	METABRIC_173	METABRIC_173	METABRIC_173
MB-7106	METABRIC_173	METABRIC_173	METABRIC_173
MB-7107	METABRIC_173	METABRIC_173	METABRIC_173
MB-7109	METABRIC_173	METABRIC_173	METABRIC_173
MB-7111	METABRIC_173	METABRIC_173	METABRIC_173
MB-7112	METABRIC_173	METABRIC_173	METABRIC_173
MB-7113	METABRIC_173	METABRIC_173	METABRIC_173
MB-7114	METABRIC_173	METABRIC_173	METABRIC_173
MB-7115	METABRIC_173	METABRIC_173	METABRIC_173
MB-7116	METABRIC_173	METABRIC_173	METABRIC_173
MB-7118	METABRIC_173	METABRIC_173	METABRIC_173
MB-7119	METABRIC_173	METABRIC_173	METABRIC_173
